Auktion;Art;Klas.;Sort;Redskab;MSC;SeaPacked;Ks;Kilo;Slant;Ialt;Pris;Total;Område;Dato;Redskab;Sælger;Sælger navn;Sælger adresse;Post nr.;By;Land;Tlf;Email;Landingsdato;Fangst start;Fangst slut;FAO;Latin;Parti nr.
Strandby;Torsk;A;4;;FALSE;FALSE;2;25,00;23,00;48,00;36,75;1764,00;;07-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-09-2020;;;COD;Gadus Morhua;0709202010402
Hanstholm;Torsk;E;2;FLY;FALSE;TRUE;1;0,00;23,00;23,00;51,00;1173,00;27.4.A;07-09-2020;SSC;AG 7 LS;AG 7 LS “Astrid”;;;;Norway;;;07-09-2020;03-09-2020;06-09-2020;COD;Gadus Morhua;0709202014801
Hanstholm;Torsk;E;2;FLY;FALSE;TRUE;3;24,00;0,00;72,00;55,00;3960,00;27.4.A;07-09-2020;SSC;VA 97 M;"VA 97 M ""Nordsö""";;;;Norway;;;07-09-2020;01-09-2020;06-09-2020;COD;Gadus Morhua;0709202015101
Strandby;Torsk;E;2;;FALSE;FALSE;1;25,00;0,00;25,00;51,50;1287,50;;07-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-09-2020;;;COD;Gadus Morhua;070920209802
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;5;19,00;0,00;95,00;33,25;3158,75;27.4.A;07-09-2020;OTB;HM 227;"HM 227 ""Myggenes""";"Lynge Fiskeri Aps. MC Revision
Havnegade 26,2";7680;Thyborøn;Denmark;;;07-09-2020;30-08-2020;06-09-2020;COD;Gadus Morhua;0709202011902
Strandby;Torsk;E;4;;FALSE;FALSE;1;0,00;16,00;16,00;37,50;600,00;;07-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;07-09-2020;;;COD;Gadus Morhua;070920209601
Strandby;Torsk;A;3;;FALSE;FALSE;1;25,00;0,00;25,00;41,50;1037,50;;08-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-09-2020;;;COD;Gadus Morhua;080920208901
Strandby;Torsk;E;2;;FALSE;FALSE;2;25,00;16,00;41,00;44,50;1824,50;;08-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;08-09-2020;;;COD;Gadus Morhua;080920208401
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;5;20,00;0,00;100,00;36,50;3650,00;27.4.A;08-09-2020;OTB;GG 150;"GG 150 ""Älvsborg""";;;;Denmark;;gg150alvsborg@hotmail.com;08-09-2020;01-09-2020;07-09-2020;COD;Gadus Morhua;0809202016403
Hirtshals;Torsk;E;4;TRAWL;FALSE;FALSE;6;20,00;0,00;120,00;36,00;4320,00;27.3.AN;08-09-2020;OTB;S 43;"S 43 ""Nordstrand""";"Gitte Henning A/S
Østerbyvej 44
";9990;Skagen;Denmark;;;08-09-2020;05-09-2020;07-09-2020;COD;Gadus Morhua;0809202025302
Hirtshals;Torsk;E;4;TRAWL;FALSE;FALSE;2;20,00;0,00;40,00;36,00;1440,00;27.3.AN;08-09-2020;OTB;S 43;"S 43 ""Nordstrand""";"Gitte Henning A/S
Østerbyvej 44
";9990;Skagen;Denmark;;;08-09-2020;05-09-2020;07-09-2020;COD;Gadus Morhua;0809202025305
Hanstholm;Torsk;A;2;GARN;TRUE;TRUE;1;30,00;0,00;30,00;34,00;1020,00;27.2.A2;09-09-2020;GNS;VA 81 LS;VA 81 LS;;;;Norway;;;09-09-2020;04-09-2020;07-09-2020;COD;Gadus Morhua;0909202013001
Hanstholm;Torsk;A;3;GARN;TRUE;TRUE;2;30,00;12,00;42,00;34,00;1428,00;27.2.A2;09-09-2020;GNS;VA 81 LS;VA 81 LS;;;;Norway;;;09-09-2020;04-09-2020;07-09-2020;COD;Gadus Morhua;0909202013101
Hanstholm;Torsk;A;3;BOMTRAWL;FALSE;FALSE;1;25,00;0,00;25,00;38,75;968,75;27.4.B;09-09-2020;TBB;Z 333;"Z 333 ""Avatar""";;;;Belgium;;;09-09-2020;03-09-2020;08-09-2020;COD;Gadus Morhua;0909202011502
Strandby;Torsk;A;3;;FALSE;FALSE;1;25,00;0,00;25,00;45,00;1125,00;;09-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-09-2020;;;COD;Gadus Morhua;090920208704
Strandby;Torsk;A;3;;FALSE;FALSE;2;25,00;32,00;57,00;46,25;2636,25;;09-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-09-2020;;;COD;Gadus Morhua;090920208702
Strandby;Torsk;A;4;;FALSE;FALSE;2;25,00;10,00;35,00;33,25;1163,75;;09-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-09-2020;;;COD;Gadus Morhua;090920208602
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;9;20,00;0,00;180,00;35,00;6300,00;27.3.AN;09-09-2020;OTB;RI 468;"RI 468  ""Juliane""";Stormgade 8, 1. sal;6960;Hvide Sande;Denmark;20264692 - 88917088;;09-09-2020;07-09-2020;08-09-2020;COD;Gadus Morhua;090920209203
Strandby;Torsk;E;4;;FALSE;FALSE;2;25,00;33,00;58,00;36,00;2088,00;;09-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;09-09-2020;;;COD;Gadus Morhua;090920208201
Hanstholm;Torsk;A;4;TRAWL;FALSE;TRUE;3;20,00;0,00;60,00;36,50;2190,00;27.4.A;10-09-2020;OTB;L 549;"L 549 ""Frida Amalie""";;;;Denmark;;;10-09-2020;03-09-2020;08-09-2020;COD;Gadus Morhua;1009202019204
Hanstholm;Torsk;E;2;BOMTRAWL;FALSE;TRUE;3;30,00;0,00;90,00;56,00;5040,00;27.4.B;10-09-2020;TBB;L 510;"L 510 ""St. Antony""";;7730;Hanstholm;Denmark;;;10-09-2020;06-09-2020;09-09-2020;COD;Gadus Morhua;1009202014001
Strandby;Torsk;E;2;;FALSE;FALSE;1;0,00;21,00;21,00;51,00;1071,00;;10-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;10-09-2020;;;COD;Gadus Morhua;100920205501
Hanstholm;Torsk;E;4;BOMTRAWL;FALSE;TRUE;25;20,00;15,00;495,00;35,50;17572,50;27.4.B;10-09-2020;TBB;L 510;"L 510 ""St. Antony""";;7730;Hanstholm;Denmark;;;10-09-2020;06-09-2020;09-09-2020;COD;Gadus Morhua;1009202014201
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;12;20,00;0,00;240,00;36,50;8760,00;27.4.B;10-09-2020;OTB;NC 315;"NC 315 ""Viktoria""";;;;Denmark;;;10-09-2020;07-09-2020;09-09-2020;COD;Gadus Morhua;10092020172010
Hanstholm;Torsk;E;2;TRAWL;FALSE;TRUE;2;25,00;0,00;50,00;55,00;2750,00;27.4.A;11-09-2020;OTB;HM 555;"HM 555 ""Kingfisher""";Havnegade 26;7680;Thyborøn;Denmark;21798197 S.A.;69918189 sat;11-09-2020;04-09-2020;10-09-2020;COD;Gadus Morhua;1109202010003
Hanstholm;Torsk;E;2;TRAWL;FALSE;TRUE;1;25,00;0,00;25,00;60,00;1500,00;27.4.A;11-09-2020;OTB;HM 227;"HM 227 ""Myggenes""";"Lynge Fiskeri Aps. MC Revision
Havnegade 26,2";7680;Thyborøn;Denmark;;;11-09-2020;08-09-2020;10-09-2020;COD;Gadus Morhua;1109202011502
Hanstholm;Torsk;A;2;TRAWL;FALSE;TRUE;3;0,00;58,00;58,00;44,00;2552,00;27.4.A;14-09-2020;OTB;NC 308;"NC 308 ""J. Von Cölln""";Niedersachsenstrasse;D-27472;Cuxhaven;Germany;;amlingmanfred@gmail.com;14-09-2020;07-09-2020;12-09-2020;COD;Gadus Morhua;1409202017901
Strandby;Torsk;A;2;;FALSE;FALSE;3;25,00;17,00;67,00;50,00;3350,00;;14-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;14-09-2020;;;COD;Gadus Morhua;140920206901
Strandby;Torsk;E;1;;FALSE;FALSE;1;0,00;30,00;30,00;57,50;1725,00;;14-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;14-09-2020;;;COD;Gadus Morhua;140920206101
Hanstholm;Torsk;E;2;GARN;TRUE;TRUE;1;25,00;0,00;25,00;52,50;1312,50;27.2.A2;14-09-2020;GNS;VA 81 LS;VA 81 LS;;;;Norway;;;14-09-2020;;;COD;Gadus Morhua;1409202018401
Hanstholm;Torsk;E;2;TRAWL;FALSE;TRUE;2;0,00;34,00;34,00;58,00;1972,00;27.4.B;14-09-2020;OTB;GG 201;"GG 201 ""Bravik""";;;;Denmark;;;14-09-2020;11-09-2020;13-09-2020;COD;Gadus Morhua;1409202022201
Strandby;Torsk;E;2;;FALSE;FALSE;1;0,00;14,00;14,00;50,00;700,00;;14-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;14-09-2020;;;COD;Gadus Morhua;140920206201
Hanstholm;Torsk;E;4;GARN;FALSE;TRUE;4;25,00;13,00;88,00;35,00;3080,00;27.4.B;14-09-2020;GNS;VA 87 LS;Båly Fisk AS (VA 87 LS);;4521;Lindesnes;Norway;;;14-09-2020;09-09-2020;12-09-2020;COD;Gadus Morhua;1409202019101
Hanstholm;Torsk;E;4;FLY;FALSE;TRUE;10;20,00;0,00;200,00;36,75;7350,00;27.4.A;14-09-2020;SSC;L 649;"L 649 ""Martine""";xvej 49;7680;Thyborøn;Denmark;;;14-09-2020;06-09-2020;13-09-2020;COD;Gadus Morhua;1409202020102
Strandby;Torsk;E;4;;FALSE;FALSE;1;0,00;15,00;15,00;44,50;667,50;;14-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;14-09-2020;;;COD;Gadus Morhua;140920206401
Strandby;Torsk;A;3;;FALSE;FALSE;3;25,00;12,00;62,00;45,50;2821,00;;15-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;15-09-2020;;;COD;Gadus Morhua;150920207101
Hanstholm;Torsk;A;4;TRAWL;FALSE;TRUE;1;30,00;0,00;30,00;35,00;1050,00;27.4.A;15-09-2020;OTB;VA 72 K;"VA 72 K ""Sjøvik""";;;;Norway;;;15-09-2020;;;COD;Gadus Morhua;1509202012001
Hanstholm;Torsk;A;4;TRAWL;FALSE;TRUE;5;20,00;0,00;100,00;38,25;3825,00;27.4.B;15-09-2020;OTB;RI 433;"RI 433 ""Emmalie""";Metheasvej 1, 1;6960;Hvide Sande;Denmark;;;15-09-2020;07-09-2020;14-09-2020;COD;Gadus Morhua;15092020140010
Strandby;Torsk;A;4;;FALSE;FALSE;2;25,00;14,00;39,00;40,00;1560,00;;15-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;15-09-2020;;;COD;Gadus Morhua;150920207201
Strandby;Torsk;E;2;;FALSE;FALSE;0;0,00;4,00;4,00;46,50;186,00;;15-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;15-09-2020;;;COD;Gadus Morhua;150920206801
Strandby;Torsk;E;3;;FALSE;FALSE;1;25,00;0,00;25,00;45,00;1125,00;;15-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;15-09-2020;;;COD;Gadus Morhua;150920206602
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;3;20,00;0,00;60,00;39,00;2340,00;27.3.AN;15-09-2020;OTB;HM 289;"HM 289 ""Cyrano""";"Frederik Vendelbo Fiskeri ApS
Bornholms Forvaltning
Liseruten 1";3730;Nexø;Denmark;;;15-09-2020;14-09-2020;14-09-2020;COD;Gadus Morhua;1509202014502
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;12;20,00;0,00;240,00;40,75;9780,00;27.4.B;15-09-2020;OTB;RI 433;"RI 433 ""Emmalie""";Metheasvej 1, 1;6960;Hvide Sande;Denmark;;;15-09-2020;07-09-2020;14-09-2020;COD;Gadus Morhua;1509202014004
Strandby;Torsk;E;4;;FALSE;FALSE;1;0,00;10,00;10,00;39,50;395,00;;15-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;15-09-2020;;;COD;Gadus Morhua;150920206901
Skagen;Torsk;E;4;TRAWL;FALSE;FALSE;2;25,00;16,00;41,00;35,00;1435,00;27, 3A;15-09-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;15-09-2020;;;COD;Gadus Morhua;1509202020101
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;10;25,00;21,00;246,00;38,50;9471,00;27.4.A;16-09-2020;OTB;NC 333;"NC 333 ""Janne-Kristin""";Niedersachsenstrasse;D-27472;Cuxhaven;Germany;;;16-09-2020;09-09-2020;15-09-2020;COD;Gadus Morhua;1609202015901
Strandby;Torsk;E;4;;FALSE;FALSE;1;0,00;21,00;21,00;40,50;850,50;;16-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;16-09-2020;;;COD;Gadus Morhua;160920209401
Skagen;Torsk;E;4;TRAWL;FALSE;FALSE;3;25,00;13,00;63,00;38,75;2441,25;27, 3A;16-09-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;16-09-2020;;;COD;Gadus Morhua;1609202020501
Hanstholm;Torsk;A;2;FLY;FALSE;TRUE;5;0,00;122,00;122,00;49,50;6039,00;27.4.A;17-09-2020;SSC;L 654;"L 654 ""Pia Glanz""";Stormgade 8, 1.s.;6960;Hvide Sande;Denmark;21257167-John;;17-09-2020;11-09-2020;15-09-2020;COD;Gadus Morhua;1709202019402
Skagen;Torsk;E;2;TRAWL;FALSE;FALSE;2;25,00;30,00;55,00;55,50;3052,50;27, 3AN;17-09-2020;OTB;S 107;"S 107 ""Skagerak""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;;;17-09-2020;15-09-2020;16-09-2020;COD;Gadus Morhua;170920207101
Skagen;Torsk;E;3;TRAWL;FALSE;FALSE;1;0,00;25,00;25,00;55,00;1375,00;27, 3AN;17-09-2020;OTB;S 107;"S 107 ""Skagerak""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;;;17-09-2020;15-09-2020;16-09-2020;COD;Gadus Morhua;170920207301
Hanstholm;Torsk;E;2;GARN;FALSE;FALSE;3;25,00;0,00;75,00;48,00;3600,00;27.4.A;18-09-2020;GNS;R 69 K;R 69 K  (Samler);;;;Norway;;;18-09-2020;;;COD;Gadus Morhua;1809202023702
Strandby;Torsk;E;2;;FALSE;FALSE;1;25,00;0,00;25,00;50,50;1262,50;;18-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;18-09-2020;;;COD;Gadus Morhua;180920206902
Strandby;Torsk;E;4;;FALSE;FALSE;2;25,00;0,00;50,00;28,75;1437,50;;21-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;21-09-2020;;;COD;Gadus Morhua;210920207504
Strandby;Torsk;E;4;;FALSE;FALSE;3;25,00;24,00;74,00;30,25;2238,50;;21-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;21-09-2020;;;COD;Gadus Morhua;210920207502
Skagen;Torsk;E;4;TRAWL;FALSE;FALSE;5;25,00;0,00;125,00;28,00;3500,00;27, 3A;21-09-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;21-09-2020;;;COD;Gadus Morhua;2109202020701
Strandby;Torsk;E;4;;FALSE;FALSE;3;25,00;23,00;73,00;27,25;1989,25;;22-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;22-09-2020;;;COD;Gadus Morhua;220920207501
Strandby;Torsk;A;2;;FALSE;FALSE;2;25,00;9,00;34,00;35,50;1207,00;;23-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;23-09-2020;;;COD;Gadus Morhua;230920209101
Strandby;Torsk;A;3;;FALSE;FALSE;3;25,00;0,00;75,00;29,25;2193,75;;23-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;23-09-2020;;;COD;Gadus Morhua;230920209001
Strandby;Torsk;E;4;;FALSE;FALSE;2;25,00;0,00;50,00;27,75;1387,50;;23-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;23-09-2020;;;COD;Gadus Morhua;230920208601
Skagen;Torsk;E;4;GARN;FALSE;FALSE;1;0,00;5,00;5,00;25,50;127,50;27, 3A;23-09-2020;GNS;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;23-09-2020;;;COD;Gadus Morhua;2309202020801
Skagen;Torsk;E;4;TRAWL;FALSE;FALSE;2;25,00;11,00;36,00;26,50;954,00;27, 3A;23-09-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;23-09-2020;;;COD;Gadus Morhua;2309202020201
Strandby;Torsk;A;2;;FALSE;FALSE;2;25,00;8,00;33,00;45,50;1501,50;;24-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;24-09-2020;;;COD;Gadus Morhua;240920209601
Strandby;Torsk;A;3;;FALSE;FALSE;1;25,00;0,00;25,00;32,50;812,50;;24-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;24-09-2020;;;COD;Gadus Morhua;240920209802
Hirtshals;Torsk;E;2;TRAWL;FALSE;FALSE;3;0,00;50,00;50,00;35,00;1750,00;27.3.AN;24-09-2020;OTB;S 43;"S 43 ""Nordstrand""";"Gitte Henning A/S
Østerbyvej 44
";9990;Skagen;Denmark;;;24-09-2020;21-09-2020;23-09-2020;COD;Gadus Morhua;2409202020102
Hirtshals;Torsk;E;2;VOD;FALSE;FALSE;1;25,00;0,00;25,00;49,50;1237,50;27.3.AN;24-09-2020;SDN;L 40;"L 40 ""Thomas Billy""";Auktionsgade 30;7730;Hanstholm;Denmark;;;24-09-2020;21-09-2020;23-09-2020;COD;Gadus Morhua;2409202025002
Strandby;Torsk;E;2;;FALSE;FALSE;2;25,00;23,00;48,00;50,00;2400,00;;24-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;24-09-2020;;;COD;Gadus Morhua;240920209401
Strandby;Torsk;E;4;;FALSE;FALSE;5;25,00;0,00;125,00;26,25;3281,25;;24-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;24-09-2020;;;COD;Gadus Morhua;240920209201
Strandby;Torsk;A;3;;FALSE;FALSE;2;25,00;17,00;42,00;37,50;1575,00;;28-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;28-09-2020;;;COD;Gadus Morhua;280920206802
Strandby;Torsk;A;4;;FALSE;FALSE;2;25,00;24,00;49,00;37,50;1837,50;;28-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;28-09-2020;;;COD;Gadus Morhua;280920206901
Hanstholm;Torsk;E;4;TRAWL;FALSE;TRUE;5;20,00;0,00;100,00;27,50;2750,00;27.4.A;28-09-2020;OTB;HM 228;"HM 228 ""Pondus""";Bytorvet 34;7730;Hanstholm;Denmark;40791674;;28-09-2020;19-09-2020;27-09-2020;COD;Gadus Morhua;2809202017405
Skagen;Torsk;E;4;TRAWL;FALSE;FALSE;0;0,00;5,00;5,00;30,00;150,00;27, 3AN;28-09-2020;OTB;S 226;"S 226 "" Emmely Pilegaard""";Sct. Laurentii Vej 39;9990;Skagen;Denmark;22821284;;28-09-2020;25-09-2020;25-09-2020;COD;Gadus Morhua;280920207101
Strandby;Torsk;A;2;;FALSE;FALSE;1;0,00;20,00;20,00;40,50;810,00;;29-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;29-09-2020;;;COD;Gadus Morhua;290920206601
Strandby;Torsk;E;2;;FALSE;FALSE;1;0,00;18,00;18,00;40,50;729,00;;29-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;29-09-2020;;;COD;Gadus Morhua;290920206501
Strandby;Torsk;A;3;;FALSE;FALSE;1;25,00;0,00;25,00;37,50;937,50;;30-09-2020;;FS;Fiskernes Samlecentral;Auktionskaj 7 1. tv;9970;Strandby;Denmark;;;30-09-2020;;;COD;Gadus Morhua;3009202010403
Skagen;Torsk;E;2;TRAWL;FALSE;FALSE;1;0,00;23,00;23,00;41,00;943,00;27, 3A;30-09-2020;OTB;8542;Skagen Samlecentral;Auktionsvej;9990;Skagen;Denmark;;;30-09-2020;;;COD;Gadus Morhua;3009202020301
